"","z","(Intercept)","M","N"
"1",1,2.5986129282929,0.0651872257944331,0.0368918655229399
"2",2,2.55535672149825,0.136170422652782,0.0514028454522542
"3",3,2.51126446890042,0.210279947968382,0.0592186018593
"4",4,2.47522786337814,0.26666000264614,0.0624239535267699
"5",5,2.43696872580846,0.336255555773218,0.0652734097885877
"6",6,2.40053182699865,0.399231158052762,0.0665649257615921
"7",7,2.36771429305614,0.451407337317056,0.068809599322429
"8",8,2.33896700558268,0.493208439893033,0.0682355910428891
"9",9,2.30696347891836,0.537684945094398,0.0701335762602715
"10",10,2.27212832360112,0.587037542569519,0.0700178072899454
"11",11,2.24390190812355,0.628953786264068,0.0716512383589982
"12",12,2.21246982837935,0.678657627288566,0.0713954448051522
"13",13,2.17963899753308,0.727010480643926,0.0721434560326059
"14",14,2.14927734228638,0.771515111272492,0.0751517046363583
"15",15,2.11835082529153,0.818708102498212,0.075654844938288
"16",16,2.09195972057451,0.855257166105353,0.0796038314778829
"17",17,2.06380385400455,0.896793289935379,0.0784062239417995
"18",18,2.03443112462609,0.927404118926599,0.0793763340367922
"19",19,2.00632747956684,0.958158758420032,0.0801551552469777
"20",20,1.97292330941656,0.992611561765189,0.0815101518376275
"21",21,1.9440318572738,1.02734763119427,0.0805328909425952
"22",22,1.91144260255737,1.06607715706711,0.0826401633265162
"23",23,1.88390450024505,1.09958683501767,0.0839867234748679
"24",24,1.8552793702858,1.13538068827402,0.0845337445830878
"25",25,1.83405204811287,1.16356520760554,0.0845627729722128
"26",26,1.80904644574742,1.19819120420268,0.0860819194070672
"27",27,1.78055107482415,1.2312215063963,0.0854087875701606
"28",28,1.75574515895619,1.25879636758861,0.0866395155744673
"29",29,1.73397383019512,1.28307224134433,0.0865276029223601
"30",30,1.71050872167379,1.30997570051608,0.088359713719916
"31",31,1.68963676101745,1.32940373000691,0.0893991914464349
"32",32,1.6734565278197,1.34696047885386,0.0889915672743736
"33",33,1.64842967301154,1.3739056246119,0.0900829824796976
"34",34,1.6335937032974,1.39612755152756,0.0899245419763146
"35",35,1.61528458560062,1.42268494428845,0.0901806872959792
"36",36,1.5987522482453,1.43852957312024,0.0909418841714476
"37",37,1.58272368390238,1.45384772983497,0.0924649901226202
"38",38,1.55939731915009,1.48220464594154,0.0949607270811565
"39",39,1.5413804288027,1.50543604192488,0.0959739609421693
"40",40,1.52204535050044,1.53538132809571,0.0963778458531893
"41",41,1.51222524437449,1.54755255792887,0.0938974009696981
"42",42,1.49597441485879,1.56124790992698,0.096124238518662
"43",43,1.48067146749827,1.5763346197727,0.0974867512233228
"44",44,1.46743527513891,1.58732099119781,0.09809466075027
"45",45,1.45174421914955,1.60305059613361,0.0993198585562182
"46",46,1.43965068924409,1.60999528718297,0.102471876705299
"47",47,1.42512415146539,1.62869973894005,0.102296741133685
"48",48,1.41496339797575,1.63631821642241,0.099579146778649
"49",49,1.4014093920202,1.65198579872615,0.0988344317591433
"50",50,1.39269298750145,1.66413861753374,0.100469338556656
"51",51,1.3844705871742,1.67937368639015,0.0985892315482822
"52",52,1.37387709729176,1.687813366775,0.101366341183008
"53",53,1.36631959010105,1.69199788063672,0.103205097798857
"54",54,1.3591782934772,1.70396413663395,0.10014537008754
"55",55,1.3515150438973,1.71758527006372,0.0998743933436399
"56",56,1.34422948047116,1.72828273401429,0.101252489345939
"57",57,1.33992514471841,1.7404153079228,0.101179712797514
"58",58,1.33496543232042,1.749414008096,0.102334598589971
"59",59,1.33042657778461,1.75892976967499,0.102704657654327
"60",60,1.32573433220874,1.77145924583077,0.103773776318549
"61",61,1.32180544374113,1.77610727777518,0.102186129064411
"62",62,1.31648301286038,1.78439110972327,0.101414419393866
"63",63,1.31753239203236,1.78581733486075,0.102463463104615
"64",64,1.31728839274474,1.78658420311464,0.101252028746574
"65",65,1.31720714044589,1.78493396765171,0.101249837685227
"66",66,1.30984043187666,1.79501997280997,0.10084483248807
"67",67,1.30653673410913,1.79971703380739,0.101129440492446
"68",68,1.30931319505853,1.80121366025066,0.102099562504531
"69",69,1.31118698086362,1.80106989459944,0.0971397676181448
"70",70,1.31605923770886,1.79485961038516,0.101597454779914
"71",71,1.31300457356662,1.80439403466885,0.100560155793899
"72",72,1.31279494044589,1.80548494160716,0.0999474169948111
"73",73,1.31314825301016,1.80583102469445,0.100017887119073
"74",74,1.310526638116,1.80896929925483,0.100644140718502
"75",75,1.30892331066298,1.81440988841851,0.101471256515488
"76",76,1.30950347625328,1.81415985739652,0.102809394951963
"77",77,1.30659683966953,1.81938983514494,0.102419574609069
"78",78,1.29871784776476,1.83043965023828,0.103202548375607
"79",79,1.29654331039327,1.83248300764709,0.102349606314423
"80",80,1.29485628763855,1.83601196779002,0.101743749892955
"81",81,1.29430774636416,1.84199766659319,0.0995357628048285
"82",82,1.29292955700879,1.84207728831858,0.101105351541992
"83",83,1.29210362421912,1.84648018627935,0.0996323966090154
"84",84,1.28911248601137,1.85744479884573,0.101000457544729
"85",85,1.28474074325564,1.86472636052403,0.101840992571878
"86",86,1.28526278823172,1.86453995462825,0.0970903934408327
"87",87,1.27976281749215,1.86936328921063,0.0988772707695338
"88",88,1.28157367937792,1.86780671056456,0.0992884129489442
"89",89,1.28003117066711,1.87218387604478,0.0998186133816146
"90",90,1.27537376265124,1.87503341636329,0.100026086542582
"91",91,1.2740659079772,1.87902563907891,0.100278304626193
"92",92,1.27762944679266,1.87455605788064,0.0986865310464852
"93",93,1.28037748388499,1.87667246777706,0.0973800874965431
"94",94,1.27903775893838,1.88207248555281,0.0962605428598547
"95",95,1.27898897863243,1.88372713487172,0.0991786618162411
"96",96,1.27969323427886,1.88821949150928,0.0995334785528909
"97",97,1.27330539622828,1.89404827720762,0.0999326115913164
"98",98,1.2724508064317,1.89447380058165,0.101794226365095
"99",99,1.27053801907182,1.89360916300292,0.100248244431335
"100",100,1.27773669131166,1.88943367288432,0.0991082853622837
"101",101,1.27683043437235,1.89210221716983,0.0984811575224249
"102",102,1.27929467376562,1.88518736511103,0.100635742613672
"103",103,1.28208893953499,1.88003622445365,0.100762327356737
"104",104,1.28823762320108,1.87399944897367,0.100947654210221
"105",105,1.29377750468095,1.86877114395109,0.0995156064973754
"106",106,1.2973587050368,1.86235497800592,0.0985361535647761
"107",107,1.2967541473417,1.86406671185465,0.0993737640197535
"108",108,1.3015930004479,1.85774276328924,0.099471131028084
"109",109,1.29422063967065,1.86597728227611,0.0999610206955096
"110",110,1.29936716654333,1.86360053782936,0.0975291179235808
"111",111,1.30430523467192,1.85578038194413,0.0986664243076017
"112",112,1.2956462820933,1.86554062830478,0.0980633138162675
"113",113,1.29732238750843,1.86723834700026,0.0987132724432068
"114",114,1.29866087475176,1.86145553976719,0.100289043304262
"115",115,1.29449094708922,1.8697737498051,0.0980583285381086
"116",116,1.29196939311235,1.87003003476172,0.0970652082951362
"117",117,1.29261523948368,1.86656375230487,0.0987888988825904
"118",118,1.29467967702445,1.86280469181886,0.100157734383954
"119",119,1.29864445226304,1.85662419638677,0.100506162425141
"120",120,1.29661197906971,1.86067481832034,0.0974298653745421
"121",121,1.29738679147563,1.85880551203955,0.0970748835678169
"122",122,1.29700869781007,1.85902605956123,0.0987697446143723
"123",123,1.29739107189351,1.85439166222126,0.0990146725719185
"124",124,1.29671898005557,1.85579560775523,0.0982897816443404
"125",125,1.29536572753507,1.86203738638786,0.100670270915835
"126",126,1.29825760782722,1.85738102618835,0.0997795256260294
"127",127,1.29429959812629,1.8606063753017,0.100528692099897
"128",128,1.29369500439322,1.85472596001233,0.101532722531702
"129",129,1.29196878602953,1.85503095411094,0.0984950568599363
"130",130,1.28752276182534,1.86040800930062,0.0995470202875441
"131",131,1.28091220029939,1.8690286661135,0.0998510515918265
"132",132,1.28132924646187,1.8653471178737,0.0992626351392895
"133",133,1.27885432328444,1.86796087663313,0.10193377843276
"134",134,1.27768984036124,1.86590910216857,0.101020134159849
"135",135,1.27509114957925,1.86931837546652,0.100537790335284
