"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.270127645149326,0.159257930370649,0.11182809759171,0.0752785891866877,0.0669921190083007,0.057026103526159,0.0527955362148783,0.0424676766834507,0.0566347925520988,0.0411427001797173,0.0384883088852653,0.0279605006517572
"2",0.234033846556363,0.149886712187538,0.104819977286281,0.0794388806970065,0.067648119142677,0.0614078481880965,0.0569463498373341,0.0601434753310291,0.0559538570113313,0.0388407056193206,0.0402598729677032,0.0506203551753192
"3",0.219688440398345,0.146088918544662,0.106857447919024,0.076881860084114,0.0651141253276276,0.0779200693415086,0.0525391858409772,0.0549104472834874,0.0572058514789247,0.043847740016535,0.0453706011285105,0.0535753126362842
"4",0.210461531992152,0.138526101376341,0.115841548664983,0.0703151391498377,0.0721484744289589,0.0735164581237923,0.0547900784005274,0.0517821989060755,0.0477538637570991,0.0539507391101206,0.0581179823240145,0.0527958837660974
"5",0.202128851530182,0.141833243588124,0.106813831431356,0.0702704445708254,0.0779197320412746,0.0758949729527033,0.0550515567544903,0.062281226141635,0.0482993471196352,0.055440191216211,0.052302390736764,0.0517642119167996
"6",0.204803507994955,0.14709478611523,0.104349203628613,0.0729187547252624,0.0739861544799491,0.0701405127380795,0.0691436025853202,0.0629123314076361,0.0497658870313516,0.0500656461488918,0.0481814502467032,0.0466381628980082
"7",0.213227403290165,0.147435647241344,0.114321440898118,0.0718563437537249,0.0712343850619135,0.0647709968548532,0.0582824449596801,0.0591950987123789,0.0466468107171334,0.0530096197523066,0.0494530754377826,0.0505667333205999
"8",0.224682764840652,0.157943030094242,0.125369886105705,0.0753190760430768,0.0660036420280831,0.0487018886913753,0.0618204779528327,0.0514834209768713,0.0441872832268847,0.0466002983681098,0.04659182233715,0.0512964093350173
"9",0.216222571323669,0.153514695061187,0.124479822510455,0.0839659201896924,0.0656464682496814,0.0546129068573601,0.0631052202270751,0.0426933384239384,0.0375240972922757,0.0459695292494248,0.0607998860101519,0.0514655446050894
"10",0.230615048526923,0.159905246826232,0.136606249086981,0.0984583340384564,0.0636964418214919,0.0424699393671372,0.04740920077494,0.0527898279272067,0.0400985648276952,0.032865635753568,0.0548350225562497,0.0402504884931185
"11",0.240971549422242,0.165631495657899,0.13644271065991,0.100315236035865,0.0662769338032145,0.0424291860391115,0.0405645475483565,0.0509644263311992,0.0465914741352069,0.0266697913904773,0.044564494745356,0.0385781542311627
"12",0.257362763344898,0.184711684733358,0.132961297962138,0.100398978213245,0.064815317894877,0.044767844124439,0.0449275317367116,0.0397679566508321,0.0295869326167399,0.0320446363152218,0.0362141022145778,0.0324409541929626
"13",0.255688436287079,0.178378632379737,0.131273714673794,0.0987461778650822,0.0623072449234399,0.0527052723242586,0.0408345641418345,0.042987441270164,0.0369683754138288,0.0220253531255995,0.0413625973493728,0.0367221902458093
"14",0.255799112573111,0.185654872169963,0.140273925557766,0.0780314911378318,0.0644321754896838,0.0530280422809072,0.0398838757500419,0.0425267556476956,0.0335395110173968,0.0234679302522445,0.0366395207928086,0.0467227873305497
"15",0.268330333006245,0.185557708733825,0.125574705993181,0.0753370324080287,0.0653824733457782,0.0514731903821712,0.0392697674111597,0.052258586639794,0.0247261334976426,0.0206563250683084,0.0454005363771055,0.0460332071367607
"16",0.267573329769378,0.188171375371774,0.121938881153317,0.0756767520685675,0.0728365167432038,0.0463509485067244,0.0437655583361356,0.0505760288607608,0.0182409034942022,0.0280250517746747,0.0421769133293976,0.044667740591865
"17",0.288489465712291,0.194774484688821,0.123624031057662,0.0780546298235495,0.0691955568023711,0.0425773057683925,0.0462319706101924,0.0368470211380303,0.0163527073199005,0.02976641657726,0.0300791330885865,0.0440072774129427
"18",0.308218211794418,0.203722461709294,0.127806210780662,0.0706212883894197,0.0649129420678693,0.0328572931003635,0.0416025401109658,0.0433213116233997,0.0205055244540888,0.027920307314,0.0309915355241373,0.0275203731313825
"19",0.309190430601667,0.195239947846573,0.138736708151247,0.0678330981466247,0.0585690280237616,0.0411237428406243,0.0406916673566972,0.0480389545938213,0.0208058875526855,0.0222370243926331,0.0338386454136914,0.0236948650799738
"20",0.323186474897493,0.202456616266451,0.154317524120526,0.0579873955933016,0.0455042375977244,0.0498858981911779,0.0374640602441618,0.0467147151351249,0.0192781180380028,0.022350581252294,0.026142849203955,0.0147115294597877
"21",0.330221715334142,0.206178158131747,0.157847114581272,0.0595628131559042,0.0409499995405573,0.0510911803855908,0.0374908553881936,0.0495134672501426,0.0159941237548928,0.0209187522066532,0.0161507698319945,0.0140810504389106
"22",0.337645812000615,0.20921239891569,0.155082889096866,0.0636252654652884,0.0405643183278895,0.0501483584487105,0.0343275187353737,0.0556518472646714,0.0139083371425781,0.0144587565980955,0.00807588377228985,0.0172986142319314
"23",0.353101788845854,0.218844933838127,0.156075722322412,0.0667051569351099,0.0419049893134038,0.039969993458999,0.0310279306569316,0.0546783323527172,0.00472244400412053,0.0125373139508664,0.0025861637204337,0.0178452306010254
"24",0.340729766791613,0.214641134101889,0.150718839356239,0.0648685460036625,0.05075431385433,0.0380934778075158,0.0376466198464276,0.0536035343917607,0.00600955158435957,0.0145943598118127,0.00855475969027778,0.0197850967601121
"25",0.347521425650177,0.213112219846528,0.156638287785269,0.0617429351352218,0.0585173929980052,0.0286056426682421,0.0336422391870888,0.0561833607794316,0.00442894824720989,0.0143393566555295,0.00578134967102668,0.0194868413762704
"26",0.350741866629969,0.215639625445514,0.150171287346557,0.0576888581302226,0.0633765430954781,0.0314649385415303,0.0411392445222408,0.0518566108023321,0.011972880951649,0.00691890118124932,0.010966921820992,0.00806232153226595
"27",0.349064578150095,0.219177853871144,0.154331224374964,0.0612143176798526,0.0675000775277438,0.0263787846892844,0.042378712347286,0.0426469799111568,0,0.00743569896995343,0.0140701724312866,0.0158016000472332
"28",0.344822481757433,0.218134158982525,0.160779175611248,0.0660374691487996,0.0701944626656952,0.0275364837418536,0.042083939346112,0.0391472744955484,0,0.00505819440079421,0.0126145414987446,0.0135918183512465
"29",0.335237103461127,0.214445330244732,0.156982084981755,0.0691877190746503,0.0557332157685739,0.0307865960698618,0.052161580975263,0.0490029020058842,0.0152292150431541,0.00275129369945266,0.0114910557412142,0.00699190293433194
"30",0.329038408144658,0.214193381404952,0.149742829663965,0.0736848124122305,0.0510282661507776,0.0348620097626939,0.0551123271503802,0.042526291742685,0.0251819429416518,0.010228067378329,0.0144016632476776,0
"31",0.328590700319328,0.21788536404835,0.149808944688304,0.0789592164804401,0.0471141691544128,0.0364282587005068,0.0613243526528506,0.0375148109458915,0.0267190018888638,0.00591261073529197,0.00974257038576018,0
"32",0.33599328178008,0.226471355947931,0.152480633254185,0.0795798509005874,0.0488750014481721,0.0347920594401614,0.0584089281984206,0.0342694815326599,0.0202699797905751,0.00385830715934738,0.00500112054787975,0
"33",0.324588953814529,0.218477640646801,0.149921052873681,0.0803183208705287,0.053253560125749,0.0398431146826717,0.0611913855762283,0.0345255743243474,0.0264479442593557,0.00817435973585552,0.00325809309025247,0
"34",0.330098857052764,0.221393532635731,0.156320220046824,0.0761609983674787,0.0550067912579764,0.0336989158568163,0.0550183211994521,0.0396916050606567,0.0241023166749181,0,0.00850844184738296,0
"35",0.32944297323918,0.218700907650109,0.156413577640105,0.0747339497588789,0.055988984066889,0.0303828968322121,0.0521833840087663,0.0413590028703638,0.0272946511429039,0,0.0134996727905923,0
"36",0.335926530744204,0.225597812196848,0.152628346967843,0.0748785226134132,0.0570802820932838,0.0334119372802981,0.0508658337342024,0.0345280546183027,0.0204065672202985,0.00687206444085044,0.007329951036626,0.00047409705382935
"37",0.341886327152487,0.232906051910826,0.147490642250938,0.0716097895688924,0.0572536955396214,0.034925206980889,0.0465015798663389,0.0272679572615046,0.0223262141297087,0.0104562478730815,0.00218973971137992,0.00518654775433232
"38",0.345471119323135,0.233077036764064,0.14624959039822,0.0714744288181782,0.0532906188896166,0.03202364740975,0.0495168365887933,0.0227820894601576,0.0209866010558997,0.0168156399453679,0,0.00831239134681759
"39",0.343160797954755,0.231958659419364,0.14377490967857,0.0703595410354376,0.0554702323432541,0.0314365947182855,0.0482356181644411,0.0195194323580423,0.020273264311617,0.022504178181028,0.000623562183485157,0.01268320965172
"40",0.336463420466351,0.234073072214065,0.146448828013521,0.0677022713254903,0.0555275924955687,0.0338019314231702,0.0476775764406867,0.0142335989550586,0.0210290812270097,0.0269611908984249,0,0.0160814365406542
"41",0.335184332129845,0.231941503275186,0.143154812642006,0.0693402983657318,0.0585598447740145,0.0322688237288967,0.0491445092013421,0.0153605291304066,0.0199280263612478,0.0291832676895174,0,0.015934052701806
"42",0.336560723706855,0.234943274782963,0.145308120331385,0.0696008663023166,0.0619211296620568,0.0304955387076702,0.0453217271447159,0.0144043860391339,0.0196822024990831,0.028939631673464,0,0.0128223991503568
"43",0.3347387523562,0.233314956451969,0.143312070528806,0.0703965584916761,0.0636751937420715,0.0307491864651637,0.0463921989260655,0.0151195370999496,0.020611759169527,0.0288992433977738,0.00130848136993062,0.0114820620008674
"44",0.34037158221035,0.24077229706159,0.145563784030352,0.0686318415576124,0.065994647705962,0.0311312416935592,0.0442527929602955,0.0110771323997676,0.0200188763706216,0.025881802222553,0,0.00630400178733703
"45",0.348322940474211,0.246889043610309,0.146236856682961,0.0701336356412319,0.0633412788067748,0.0271158519789616,0.0426529104437282,0.00807419353559773,0.0166167489335524,0.0251789710589597,0,0.00543756883371292
"46",0.343710431073571,0.242983175584541,0.14641050168955,0.0650996642769205,0.0611922534996837,0.028566840658758,0.0507762849162832,0.00970628042739525,0.0160772048412956,0.0270912303929736,0,0.00838613263902794
"47",0.34235445673729,0.23787064840318,0.144721367853398,0.0655312997878861,0.0590673462918275,0.0283296740690979,0.0534865207620767,0.0120667411011426,0.014424388447603,0.0312361737468643,0.00168582612817612,0.00922555667145718
"48",0.352762467771792,0.241202883095095,0.14680121893144,0.0654201212169041,0.0570167654929912,0.0277392095327844,0.0504403393414044,0.0089976079245221,0.0127160845183631,0.0290016769448812,0.000795762671252517,0.00710586255857011
